LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
KOR,GDPHRWKD,TOT,IDX2010,A,1973,12.48159,
KOR,GDPHRWKD,TOT,IDX2010,A,1974,12.8406,
KOR,GDPHRWKD,TOT,IDX2010,A,1975,13.428337,
KOR,GDPHRWKD,TOT,IDX2010,A,1976,13.887884,
KOR,GDPHRWKD,TOT,IDX2010,A,1977,15.274015,
KOR,GDPHRWKD,TOT,IDX2010,A,1978,15.985176,
KOR,GDPHRWKD,TOT,IDX2010,A,1979,17.216044,
KOR,GDPHRWKD,TOT,IDX2010,A,1980,16.916433,
KOR,GDPHRWKD,TOT,IDX2010,A,1981,17.593228,
KOR,GDPHRWKD,TOT,IDX2010,A,1982,18.49226,
KOR,GDPHRWKD,TOT,IDX2010,A,1983,20.630747,
KOR,GDPHRWKD,TOT,IDX2010,A,1984,22.936728,
KOR,GDPHRWKD,TOT,IDX2010,A,1985,24.027733,
KOR,GDPHRWKD,TOT,IDX2010,A,1986,25.545444,
KOR,GDPHRWKD,TOT,IDX2010,A,1987,27.531957,
KOR,GDPHRWKD,TOT,IDX2010,A,1988,30.35378,
KOR,GDPHRWKD,TOT,IDX2010,A,1989,32.386208,
KOR,GDPHRWKD,TOT,IDX2010,A,1990,35.227854,
KOR,GDPHRWKD,TOT,IDX2010,A,1991,37.979255,
KOR,GDPHRWKD,TOT,IDX2010,A,1992,39.885524,
KOR,GDPHRWKD,TOT,IDX2010,A,1993,41.845479,
KOR,GDPHRWKD,TOT,IDX2010,A,1994,44.533726,
KOR,GDPHRWKD,TOT,IDX2010,A,1995,47.310006,
KOR,GDPHRWKD,TOT,IDX2010,A,1996,50.027408,
KOR,GDPHRWKD,TOT,IDX2010,A,1997,53.206872,
KOR,GDPHRWKD,TOT,IDX2010,A,1998,55.575661,
KOR,GDPHRWKD,TOT,IDX2010,A,1999,60.625731,
KOR,GDPHRWKD,TOT,IDX2010,A,2000,62.909033,
KOR,GDPHRWKD,TOT,IDX2010,A,2001,64.820037,
KOR,GDPHRWKD,TOT,IDX2010,A,2002,68.903293,
KOR,GDPHRWKD,TOT,IDX2010,A,2003,71.951066,
KOR,GDPHRWKD,TOT,IDX2010,A,2004,74.995407,
KOR,GDPHRWKD,TOT,IDX2010,A,2005,78.233552,
KOR,GDPHRWKD,TOT,IDX2010,A,2006,81.422441,
KOR,GDPHRWKD,TOT,IDX2010,A,2007,86.299573,
KOR,GDPHRWKD,TOT,IDX2010,A,2008,91.56366,
KOR,GDPHRWKD,TOT,IDX2010,A,2009,94.650469,
KOR,GDPHRWKD,TOT,IDX2010,A,2010,100,
KOR,GDPHRWKD,TOT,IDX2010,A,2011,102.889167,
KOR,GDPHRWKD,TOT,IDX2010,A,2012,104.22842,
KOR,GDPHRWKD,TOT,IDX2010,A,2013,106.291718,
KOR,GDPHRWKD,TOT,IDX2010,A,2014,108.657606,
KOR,GDPHRWKD,TOT,IDX2010,A,2015,109.591298,
KOR,GDPHRWKD,TOT,IDX2010,A,2016,112.515049,
KOR,GDPHRWKD,TOT,IDX2010,A,2017,117.252238,
LUX,GDPHRWKD,TOT,IDX2010,A,1970,45.250355,
LUX,GDPHRWKD,TOT,IDX2010,A,1971,45.09831,
LUX,GDPHRWKD,TOT,IDX2010,A,1972,47.341173,
LUX,GDPHRWKD,TOT,IDX2010,A,1973,51.149745,
LUX,GDPHRWKD,TOT,IDX2010,A,1974,52.554577,
LUX,GDPHRWKD,TOT,IDX2010,A,1975,49.278321,
LUX,GDPHRWKD,TOT,IDX2010,A,1976,50.117492,
LUX,GDPHRWKD,TOT,IDX2010,A,1977,51.674562,
LUX,GDPHRWKD,TOT,IDX2010,A,1978,54.645031,
LUX,GDPHRWKD,TOT,IDX2010,A,1979,56.186125,
LUX,GDPHRWKD,TOT,IDX2010,A,1980,56.806689,
LUX,GDPHRWKD,TOT,IDX2010,A,1981,57.139355,
LUX,GDPHRWKD,TOT,IDX2010,A,1982,58.554749,
LUX,GDPHRWKD,TOT,IDX2010,A,1983,60.70443,
LUX,GDPHRWKD,TOT,IDX2010,A,1984,64.631723,
LUX,GDPHRWKD,TOT,IDX2010,A,1985,65.264013,
LUX,GDPHRWKD,TOT,IDX2010,A,1986,70.479191,
LUX,GDPHRWKD,TOT,IDX2010,A,1987,71.397556,
LUX,GDPHRWKD,TOT,IDX2010,A,1988,74.261064,
LUX,GDPHRWKD,TOT,IDX2010,A,1989,79.3541,
LUX,GDPHRWKD,TOT,IDX2010,A,1990,80.198889,
LUX,GDPHRWKD,TOT,IDX2010,A,1991,84.687417,
LUX,GDPHRWKD,TOT,IDX2010,A,1992,85.013432,
LUX,GDPHRWKD,TOT,IDX2010,A,1993,86.679552,
LUX,GDPHRWKD,TOT,IDX2010,A,1994,88.796783,
LUX,GDPHRWKD,TOT,IDX2010,A,1995,90.975807,
LUX,GDPHRWKD,TOT,IDX2010,A,1996,89.510561,
LUX,GDPHRWKD,TOT,IDX2010,A,1997,91.604633,
LUX,GDPHRWKD,TOT,IDX2010,A,1998,93.337866,
LUX,GDPHRWKD,TOT,IDX2010,A,1999,96.716766,
LUX,GDPHRWKD,TOT,IDX2010,A,2000,98.768244,B
LUX,GDPHRWKD,TOT,IDX2010,A,2001,96.794515,
LUX,GDPHRWKD,TOT,IDX2010,A,2002,97.979172,
LUX,GDPHRWKD,TOT,IDX2010,A,2003,97.87944,
LUX,GDPHRWKD,TOT,IDX2010,A,2004,99.147312,
LUX,GDPHRWKD,TOT,IDX2010,A,2005,101.333981,
LUX,GDPHRWKD,TOT,IDX2010,A,2006,102.487284,
LUX,GDPHRWKD,TOT,IDX2010,A,2007,105.413176,
LUX,GDPHRWKD,TOT,IDX2010,A,2008,99.283936,
LUX,GDPHRWKD,TOT,IDX2010,A,2009,97.10167,
LUX,GDPHRWKD,TOT,IDX2010,A,2010,100,
LUX,GDPHRWKD,TOT,IDX2010,A,2011,99.696771,
LUX,GDPHRWKD,TOT,IDX2010,A,2012,97.441434,
LUX,GDPHRWKD,TOT,IDX2010,A,2013,99.546202,
LUX,GDPHRWKD,TOT,IDX2010,A,2014,100.999136,
LUX,GDPHRWKD,TOT,IDX2010,A,2015,101.806575,
LUX,GDPHRWKD,TOT,IDX2010,A,2016,101.242465,
LUX,GDPHRWKD,TOT,IDX2010,A,2017,99.905326,
MEX,GDPHRWKD,TOT,IDX2010,A,1991,101.779521,
MEX,GDPHRWKD,TOT,IDX2010,A,1992,102.303077,
MEX,GDPHRWKD,TOT,IDX2010,A,1993,101.882287,
MEX,GDPHRWKD,TOT,IDX2010,A,1994,101.664976,
MEX,GDPHRWKD,TOT,IDX2010,A,1995,95.357969,
MEX,GDPHRWKD,TOT,IDX2010,A,1996,96.435788,
MEX,GDPHRWKD,TOT,IDX2010,A,1997,95.319873,
MEX,GDPHRWKD,TOT,IDX2010,A,1998,100.934155,
MEX,GDPHRWKD,TOT,IDX2010,A,1999,99.140476,
MEX,GDPHRWKD,TOT,IDX2010,A,2000,104.974368,
MEX,GDPHRWKD,TOT,IDX2010,A,2001,105.685658,
MEX,GDPHRWKD,TOT,IDX2010,A,2002,100.863351,
MEX,GDPHRWKD,TOT,IDX2010,A,2003,104.018528,
MEX,GDPHRWKD,TOT,IDX2010,A,2004,105.449408,
MEX,GDPHRWKD,TOT,IDX2010,A,2005,103.999893,
MEX,GDPHRWKD,TOT,IDX2010,A,2006,107.379274,
MEX,GDPHRWKD,TOT,IDX2010,A,2007,108.849329,
MEX,GDPHRWKD,TOT,IDX2010,A,2008,105.258069,
MEX,GDPHRWKD,TOT,IDX2010,A,2009,105.236776,
MEX,GDPHRWKD,TOT,IDX2010,A,2010,100,B
MEX,GDPHRWKD,TOT,IDX2010,A,2011,102.805566,
MEX,GDPHRWKD,TOT,IDX2010,A,2012,103.19107,
MEX,GDPHRWKD,TOT,IDX2010,A,2013,102.697226,
MEX,GDPHRWKD,TOT,IDX2010,A,2014,105.26914,E
MEX,GDPHRWKD,TOT,IDX2010,A,2015,105.873105,E
MEX,GDPHRWKD,TOT,IDX2010,A,2016,106.590681,E
MEX,GDPHRWKD,TOT,IDX2010,A,2017,107.113126,E
NLD,GDPHRWKD,TOT,IDX2010,A,1970,46.110797,
NLD,GDPHRWKD,TOT,IDX2010,A,1971,48.476358,
NLD,GDPHRWKD,TOT,IDX2010,A,1972,50.032502,
NLD,GDPHRWKD,TOT,IDX2010,A,1973,53.351386,
NLD,GDPHRWKD,TOT,IDX2010,A,1974,56.979857,
NLD,GDPHRWKD,TOT,IDX2010,A,1975,58.898603,
NLD,GDPHRWKD,TOT,IDX2010,A,1976,61.844218,
NLD,GDPHRWKD,TOT,IDX2010,A,1977,63.754249,
NLD,GDPHRWKD,TOT,IDX2010,A,1978,65.535441,
NLD,GDPHRWKD,TOT,IDX2010,A,1979,66.354263,
NLD,GDPHRWKD,TOT,IDX2010,A,1980,67.38226,
NLD,GDPHRWKD,TOT,IDX2010,A,1981,67.154449,
NLD,GDPHRWKD,TOT,IDX2010,A,1982,67.941715,
NLD,GDPHRWKD,TOT,IDX2010,A,1983,70.65673,
NLD,GDPHRWKD,TOT,IDX2010,A,1984,72.609907,
NLD,GDPHRWKD,TOT,IDX2010,A,1985,73.943524,
NLD,GDPHRWKD,TOT,IDX2010,A,1986,74.954156,
NLD,GDPHRWKD,TOT,IDX2010,A,1987,75.873423,
NLD,GDPHRWKD,TOT,IDX2010,A,1988,77.248912,
NLD,GDPHRWKD,TOT,IDX2010,A,1989,78.824124,
NLD,GDPHRWKD,TOT,IDX2010,A,1990,79.964988,
NLD,GDPHRWKD,TOT,IDX2010,A,1991,80.874475,
NLD,GDPHRWKD,TOT,IDX2010,A,1992,80.777201,
NLD,GDPHRWKD,TOT,IDX2010,A,1993,82.017012,
NLD,GDPHRWKD,TOT,IDX2010,A,1994,83.45769,
NLD,GDPHRWKD,TOT,IDX2010,A,1995,82.229461,
NLD,GDPHRWKD,TOT,IDX2010,A,1996,82.587641,
NLD,GDPHRWKD,TOT,IDX2010,A,1997,84.387583,
NLD,GDPHRWKD,TOT,IDX2010,A,1998,86.3453,
NLD,GDPHRWKD,TOT,IDX2010,A,1999,88.265868,
NLD,GDPHRWKD,TOT,IDX2010,A,2000,91.156417,
NLD,GDPHRWKD,TOT,IDX2010,A,2001,91.894829,
NLD,GDPHRWKD,TOT,IDX2010,A,2002,92.460598,
NLD,GDPHRWKD,TOT,IDX2010,A,2003,93.801436,
NLD,GDPHRWKD,TOT,IDX2010,A,2004,95.462012,
NLD,GDPHRWKD,TOT,IDX2010,A,2005,97.846441,
NLD,GDPHRWKD,TOT,IDX2010,A,2006,99.357085,
NLD,GDPHRWKD,TOT,IDX2010,A,2007,100.172947,
NLD,GDPHRWKD,TOT,IDX2010,A,2008,100.283341,
NLD,GDPHRWKD,TOT,IDX2010,A,2009,97.918791,
NLD,GDPHRWKD,TOT,IDX2010,A,2010,100,
NLD,GDPHRWKD,TOT,IDX2010,A,2011,100.752269,
NLD,GDPHRWKD,TOT,IDX2010,A,2012,100.57518,
NLD,GDPHRWKD,TOT,IDX2010,A,2013,101.278407,
NLD,GDPHRWKD,TOT,IDX2010,A,2014,102.024611,
NLD,GDPHRWKD,TOT,IDX2010,A,2015,103.332179,
NLD,GDPHRWKD,TOT,IDX2010,A,2016,103.587886,
NLD,GDPHRWKD,TOT,IDX2010,A,2017,104.83848,
NZL,GDPHRWKD,TOT,IDX2010,A,1970,59.5496,
NZL,GDPHRWKD,TOT,IDX2010,A,1971,61.203497,
NZL,GDPHRWKD,TOT,IDX2010,A,1972,63.771025,
NZL,GDPHRWKD,TOT,IDX2010,A,1973,66.612753,
NZL,GDPHRWKD,TOT,IDX2010,A,1974,67.750028,
NZL,GDPHRWKD,TOT,IDX2010,A,1975,65.566796,
NZL,GDPHRWKD,TOT,IDX2010,A,1976,65.191112,
NZL,GDPHRWKD,TOT,IDX2010,A,1977,61.808174,
NZL,GDPHRWKD,TOT,IDX2010,A,1978,62.473184,
NZL,GDPHRWKD,TOT,IDX2010,A,1979,63.127351,
NZL,GDPHRWKD,TOT,IDX2010,A,1980,64.05296,
NZL,GDPHRWKD,TOT,IDX2010,A,1981,66.667826,
NZL,GDPHRWKD,TOT,IDX2010,A,1982,67.236525,
NZL,GDPHRWKD,TOT,IDX2010,A,1983,70.380177,
NZL,GDPHRWKD,TOT,IDX2010,A,1984,71.472371,
NZL,GDPHRWKD,TOT,IDX2010,A,1985,70.763521,
NZL,GDPHRWKD,TOT,IDX2010,A,1986,73.10422,
NZL,GDPHRWKD,TOT,IDX2010,A,1987,69.481387,
NZL,GDPHRWKD,TOT,IDX2010,A,1988,73.502297,
NZL,GDPHRWKD,TOT,IDX2010,A,1989,76.874415,
NZL,GDPHRWKD,TOT,IDX2010,A,1990,79.589345,
NZL,GDPHRWKD,TOT,IDX2010,A,1991,78.161783,
NZL,GDPHRWKD,TOT,IDX2010,A,1992,81.101609,
NZL,GDPHRWKD,TOT,IDX2010,A,1993,83.041807,
NZL,GDPHRWKD,TOT,IDX2010,A,1994,83.297016,
NZL,GDPHRWKD,TOT,IDX2010,A,1995,84.166892,
NZL,GDPHRWKD,TOT,IDX2010,A,1996,84.426396,
NZL,GDPHRWKD,TOT,IDX2010,A,1997,87.235912,
NZL,GDPHRWKD,TOT,IDX2010,A,1998,85.844944,
NZL,GDPHRWKD,TOT,IDX2010,A,1999,86.778024,
NZL,GDPHRWKD,TOT,IDX2010,A,2000,89.409101,
NZL,GDPHRWKD,TOT,IDX2010,A,2001,90.971458,
NZL,GDPHRWKD,TOT,IDX2010,A,2002,92.741653,
NZL,GDPHRWKD,TOT,IDX2010,A,2003,94.494146,
NZL,GDPHRWKD,TOT,IDX2010,A,2004,94.148979,
NZL,GDPHRWKD,TOT,IDX2010,A,2005,94.037472,
NZL,GDPHRWKD,TOT,IDX2010,A,2006,95.393054,
NZL,GDPHRWKD,TOT,IDX2010,A,2007,99.109474,
NZL,GDPHRWKD,TOT,IDX2010,A,2008,95.983823,
NZL,GDPHRWKD,TOT,IDX2010,A,2009,100.972,
NZL,GDPHRWKD,TOT,IDX2010,A,2010,100,
NZL,GDPHRWKD,TOT,IDX2010,A,2011,101.973343,
NZL,GDPHRWKD,TOT,IDX2010,A,2012,105.656401,
NZL,GDPHRWKD,TOT,IDX2010,A,2013,103.763724,
NZL,GDPHRWKD,TOT,IDX2010,A,2014,103.42179,
NZL,GDPHRWKD,TOT,IDX2010,A,2015,106.332684,
NZL,GDPHRWKD,TOT,IDX2010,A,2016,105.515178,
NZL,GDPHRWKD,TOT,IDX2010,A,2017,103.428131,E
NOR,GDPHRWKD,TOT,IDX2010,A,1970,35.760537,
NOR,GDPHRWKD,TOT,IDX2010,A,1971,37.927549,
NOR,GDPHRWKD,TOT,IDX2010,A,1972,40.21734,
NOR,GDPHRWKD,TOT,IDX2010,A,1973,42.082727,
NOR,GDPHRWKD,TOT,IDX2010,A,1974,43.689632,
NOR,GDPHRWKD,TOT,IDX2010,A,1975,45.547571,
NOR,GDPHRWKD,TOT,IDX2010,A,1976,48.136807,
NOR,GDPHRWKD,TOT,IDX2010,A,1977,49.857553,
NOR,GDPHRWKD,TOT,IDX2010,A,1978,52.062413,
NOR,GDPHRWKD,TOT,IDX2010,A,1979,54.320776,
NOR,GDPHRWKD,TOT,IDX2010,A,1980,55.472082,
NOR,GDPHRWKD,TOT,IDX2010,A,1981,55.994951,
NOR,GDPHRWKD,TOT,IDX2010,A,1982,56.509658,
NOR,GDPHRWKD,TOT,IDX2010,A,1983,59.080966,
NOR,GDPHRWKD,TOT,IDX2010,A,1984,62.391832,
NOR,GDPHRWKD,TOT,IDX2010,A,1985,64.328992,
NOR,GDPHRWKD,TOT,IDX2010,A,1986,64.988201,
NOR,GDPHRWKD,TOT,IDX2010,A,1987,65.985172,
NOR,GDPHRWKD,TOT,IDX2010,A,1988,66.060743,
NOR,GDPHRWKD,TOT,IDX2010,A,1989,68.831145,
NOR,GDPHRWKD,TOT,IDX2010,A,1990,71.159033,
NOR,GDPHRWKD,TOT,IDX2010,A,1991,74.217611,
NOR,GDPHRWKD,TOT,IDX2010,A,1992,76.520127,
NOR,GDPHRWKD,TOT,IDX2010,A,1993,78.314966,
NOR,GDPHRWKD,TOT,IDX2010,A,1994,81.273689,
NOR,GDPHRWKD,TOT,IDX2010,A,1995,83.871431,
NOR,GDPHRWKD,TOT,IDX2010,A,1996,86.659724,
NOR,GDPHRWKD,TOT,IDX2010,A,1997,88.936879,
NOR,GDPHRWKD,TOT,IDX2010,A,1998,89.024403,
NOR,GDPHRWKD,TOT,IDX2010,A,1999,90.042353,
NOR,GDPHRWKD,TOT,IDX2010,A,2000,93.533506,
NOR,GDPHRWKD,TOT,IDX2010,A,2001,96.859919,
NOR,GDPHRWKD,TOT,IDX2010,A,2002,98.875836,
NOR,GDPHRWKD,TOT,IDX2010,A,2003,101.846891,
NOR,GDPHRWKD,TOT,IDX2010,A,2004,103.767227,
NOR,GDPHRWKD,TOT,IDX2010,A,2005,104.843245,
NOR,GDPHRWKD,TOT,IDX2010,A,2006,104.012086,
NOR,GDPHRWKD,TOT,IDX2010,A,2007,102.197068,
NOR,GDPHRWKD,TOT,IDX2010,A,2008,99.169969,
NOR,GDPHRWKD,TOT,IDX2010,A,2009,99.447622,
NOR,GDPHRWKD,TOT,IDX2010,A,2010,100,
NOR,GDPHRWKD,TOT,IDX2010,A,2011,99.226874,
NOR,GDPHRWKD,TOT,IDX2010,A,2012,99.986743,
NOR,GDPHRWKD,TOT,IDX2010,A,2013,100.689584,
NOR,GDPHRWKD,TOT,IDX2010,A,2014,101.282949,
NOR,GDPHRWKD,TOT,IDX2010,A,2015,102.69895,
NOR,GDPHRWKD,TOT,IDX2010,A,2016,103.469858,
NOR,GDPHRWKD,TOT,IDX2010,A,2017,105.225164,
POL,GDPHRWKD,TOT,IDX2010,A,1993,47.75505,
POL,GDPHRWKD,TOT,IDX2010,A,1994,50.752277,
POL,GDPHRWKD,TOT,IDX2010,A,1995,53.866823,
POL,GDPHRWKD,TOT,IDX2010,A,1996,56.449023,
POL,GDPHRWKD,TOT,IDX2010,A,1997,59.256515,
POL,GDPHRWKD,TOT,IDX2010,A,1998,61.277397,
POL,GDPHRWKD,TOT,IDX2010,A,1999,66.809772,
POL,GDPHRWKD,TOT,IDX2010,A,2000,70.919021,
POL,GDPHRWKD,TOT,IDX2010,A,2001,73.361479,
POL,GDPHRWKD,TOT,IDX2010,A,2002,77.383135,
POL,GDPHRWKD,TOT,IDX2010,A,2003,80.861738,
POL,GDPHRWKD,TOT,IDX2010,A,2004,84.047266,
POL,GDPHRWKD,TOT,IDX2010,A,2005,85.372252,
POL,GDPHRWKD,TOT,IDX2010,A,2006,87.790214,
POL,GDPHRWKD,TOT,IDX2010,A,2007,90.051986,
POL,GDPHRWKD,TOT,IDX2010,A,2008,90.791908,
POL,GDPHRWKD,TOT,IDX2010,A,2009,93.71887,
POL,GDPHRWKD,TOT,IDX2010,A,2010,100,B
POL,GDPHRWKD,TOT,IDX2010,A,2011,104.691939,
POL,GDPHRWKD,TOT,IDX2010,A,2012,106.525361,
POL,GDPHRWKD,TOT,IDX2010,A,2013,108.279251,
POL,GDPHRWKD,TOT,IDX2010,A,2014,109.618419,
POL,GDPHRWKD,TOT,IDX2010,A,2015,111.70248,
POL,GDPHRWKD,TOT,IDX2010,A,2016,114.397968,
POL,GDPHRWKD,TOT,IDX2010,A,2017,119.546716,
PRT,GDPHRWKD,TOT,IDX2010,A,1970,42.018974,
PRT,GDPHRWKD,TOT,IDX2010,A,1971,44.308999,
PRT,GDPHRWKD,TOT,IDX2010,A,1972,48.39992,
PRT,GDPHRWKD,TOT,IDX2010,A,1973,54.570536,
PRT,GDPHRWKD,TOT,IDX2010,A,1974,51.877987,
PRT,GDPHRWKD,TOT,IDX2010,A,1975,47.687734,
PRT,GDPHRWKD,TOT,IDX2010,A,1976,50.569705,
PRT,GDPHRWKD,TOT,IDX2010,A,1977,53.415391,
PRT,GDPHRWKD,TOT,IDX2010,A,1978,55.3815,
PRT,GDPHRWKD,TOT,IDX2010,A,1979,58.132858,
PRT,GDPHRWKD,TOT,IDX2010,A,1980,59.81223,
PRT,GDPHRWKD,TOT,IDX2010,A,1981,60.85772,
PRT,GDPHRWKD,TOT,IDX2010,A,1982,62.565462,
PRT,GDPHRWKD,TOT,IDX2010,A,1983,60.037969,
PRT,GDPHRWKD,TOT,IDX2010,A,1984,59.41896,
PRT,GDPHRWKD,TOT,IDX2010,A,1985,61.716011,
PRT,GDPHRWKD,TOT,IDX2010,A,1986,64.554646,
PRT,GDPHRWKD,TOT,IDX2010,A,1987,66.367823,
PRT,GDPHRWKD,TOT,IDX2010,A,1988,69.548687,
PRT,GDPHRWKD,TOT,IDX2010,A,1989,71.62483,
PRT,GDPHRWKD,TOT,IDX2010,A,1990,73.319244,
PRT,GDPHRWKD,TOT,IDX2010,A,1991,77.148201,
PRT,GDPHRWKD,TOT,IDX2010,A,1992,79.918921,
PRT,GDPHRWKD,TOT,IDX2010,A,1993,79.820653,
PRT,GDPHRWKD,TOT,IDX2010,A,1994,80.334564,
PRT,GDPHRWKD,TOT,IDX2010,A,1995,81.663318,
PRT,GDPHRWKD,TOT,IDX2010,A,1996,83.081161,
PRT,GDPHRWKD,TOT,IDX2010,A,1997,84.757374,
PRT,GDPHRWKD,TOT,IDX2010,A,1998,85.683858,
PRT,GDPHRWKD,TOT,IDX2010,A,1999,87.578355,
PRT,GDPHRWKD,TOT,IDX2010,A,2000,88.48607,
PRT,GDPHRWKD,TOT,IDX2010,A,2001,89.417229,
PRT,GDPHRWKD,TOT,IDX2010,A,2002,90.082716,
PRT,GDPHRWKD,TOT,IDX2010,A,2003,90.443718,
PRT,GDPHRWKD,TOT,IDX2010,A,2004,92.434513,
PRT,GDPHRWKD,TOT,IDX2010,A,2005,93.47143,
PRT,GDPHRWKD,TOT,IDX2010,A,2006,95.145878,
PRT,GDPHRWKD,TOT,IDX2010,A,2007,96.630576,
PRT,GDPHRWKD,TOT,IDX2010,A,2008,97.138971,
PRT,GDPHRWKD,TOT,IDX2010,A,2009,96.875859,
PRT,GDPHRWKD,TOT,IDX2010,A,2010,100,
PRT,GDPHRWKD,TOT,IDX2010,A,2011,101.360496,
PRT,GDPHRWKD,TOT,IDX2010,A,2012,102.38547,
PRT,GDPHRWKD,TOT,IDX2010,A,2013,103.649245,
PRT,GDPHRWKD,TOT,IDX2010,A,2014,102.690538,
PRT,GDPHRWKD,TOT,IDX2010,A,2015,102.684713,
PRT,GDPHRWKD,TOT,IDX2010,A,2016,102.804261,
PRT,GDPHRWKD,TOT,IDX2010,A,2017,102.202979,
SVK,GDPHRWKD,TOT,IDX2010,A,1995,52.276697,
SVK,GDPHRWKD,TOT,IDX2010,A,1996,55.673602,
SVK,GDPHRWKD,TOT,IDX2010,A,1997,59.329426,
SVK,GDPHRWKD,TOT,IDX2010,A,1998,62.278945,
SVK,GDPHRWKD,TOT,IDX2010,A,1999,63.964028,
SVK,GDPHRWKD,TOT,IDX2010,A,2000,66.050923,
SVK,GDPHRWKD,TOT,IDX2010,A,2001,68.411079,
SVK,GDPHRWKD,TOT,IDX2010,A,2002,73.338914,
SVK,GDPHRWKD,TOT,IDX2010,A,2003,79.031262,
SVK,GDPHRWKD,TOT,IDX2010,A,2004,81.252626,
SVK,GDPHRWKD,TOT,IDX2010,A,2005,84.033931,
SVK,GDPHRWKD,TOT,IDX2010,A,2006,89.029051,
SVK,GDPHRWKD,TOT,IDX2010,A,2007,95.720388,
SVK,GDPHRWKD,TOT,IDX2010,A,2008,97.834211,
SVK,GDPHRWKD,TOT,IDX2010,A,2009,95.06632,
SVK,GDPHRWKD,TOT,IDX2010,A,2010,100,
SVK,GDPHRWKD,TOT,IDX2010,A,2011,101.710884,
SVK,GDPHRWKD,TOT,IDX2010,A,2012,103.573317,
SVK,GDPHRWKD,TOT,IDX2010,A,2013,106.9832,
SVK,GDPHRWKD,TOT,IDX2010,A,2014,109.137014,
SVK,GDPHRWKD,TOT,IDX2010,A,2015,111.840574,
SVK,GDPHRWKD,TOT,IDX2010,A,2016,113.566508,
SVK,GDPHRWKD,TOT,IDX2010,A,2017,116.412533,
ESP,GDPHRWKD,TOT,IDX2010,A,1970,39.902595,
ESP,GDPHRWKD,TOT,IDX2010,A,1971,41.538192,
ESP,GDPHRWKD,TOT,IDX2010,A,1972,44.879639,
ESP,GDPHRWKD,TOT,IDX2010,A,1973,47.715059,
ESP,GDPHRWKD,TOT,IDX2010,A,1974,49.890117,
ESP,GDPHRWKD,TOT,IDX2010,A,1975,50.739565,
ESP,GDPHRWKD,TOT,IDX2010,A,1976,52.715406,
ESP,GDPHRWKD,TOT,IDX2010,A,1977,54.75986,
ESP,GDPHRWKD,TOT,IDX2010,A,1978,57.324181,
ESP,GDPHRWKD,TOT,IDX2010,A,1979,59.653917,
ESP,GDPHRWKD,TOT,IDX2010,A,1980,63.269083,
ESP,GDPHRWKD,TOT,IDX2010,A,1981,65.907334,
ESP,GDPHRWKD,TOT,IDX2010,A,1982,68.070118,
ESP,GDPHRWKD,TOT,IDX2010,A,1983,70.736858,
ESP,GDPHRWKD,TOT,IDX2010,A,1984,75.462543,
ESP,GDPHRWKD,TOT,IDX2010,A,1985,78.454009,
ESP,GDPHRWKD,TOT,IDX2010,A,1986,79.530697,
ESP,GDPHRWKD,TOT,IDX2010,A,1987,80.469306,
ESP,GDPHRWKD,TOT,IDX2010,A,1988,81.895196,
ESP,GDPHRWKD,TOT,IDX2010,A,1989,83.416805,
ESP,GDPHRWKD,TOT,IDX2010,A,1990,83.306876,
ESP,GDPHRWKD,TOT,IDX2010,A,1991,83.981564,
ESP,GDPHRWKD,TOT,IDX2010,A,1992,86.35285,
ESP,GDPHRWKD,TOT,IDX2010,A,1993,88.363407,
ESP,GDPHRWKD,TOT,IDX2010,A,1994,90.951431,
ESP,GDPHRWKD,TOT,IDX2010,A,1995,91.712122,
ESP,GDPHRWKD,TOT,IDX2010,A,1996,92.748375,
ESP,GDPHRWKD,TOT,IDX2010,A,1997,92.581929,
ESP,GDPHRWKD,TOT,IDX2010,A,1998,92.065517,
ESP,GDPHRWKD,TOT,IDX2010,A,1999,91.740859,
ESP,GDPHRWKD,TOT,IDX2010,A,2000,92.193867,
ESP,GDPHRWKD,TOT,IDX2010,A,2001,92.274273,
ESP,GDPHRWKD,TOT,IDX2010,A,2002,92.434694,
ESP,GDPHRWKD,TOT,IDX2010,A,2003,92.762606,
ESP,GDPHRWKD,TOT,IDX2010,A,2004,92.992131,
ESP,GDPHRWKD,TOT,IDX2010,A,2005,93.338695,
ESP,GDPHRWKD,TOT,IDX2010,A,2006,93.882513,
ESP,GDPHRWKD,TOT,IDX2010,A,2007,95.002034,
ESP,GDPHRWKD,TOT,IDX2010,A,2008,95.379737,
ESP,GDPHRWKD,TOT,IDX2010,A,2009,97.718446,
ESP,GDPHRWKD,TOT,IDX2010,A,2010,100,
ESP,GDPHRWKD,TOT,IDX2010,A,2011,101.427723,
ESP,GDPHRWKD,TOT,IDX2010,A,2012,103.45402,
ESP,GDPHRWKD,TOT,IDX2010,A,2013,104.89856,
ESP,GDPHRWKD,TOT,IDX2010,A,2014,105.235756,
ESP,GDPHRWKD,TOT,IDX2010,A,2015,105.755777,
ESP,GDPHRWKD,TOT,IDX2010,A,2016,106.262341,
ESP,GDPHRWKD,TOT,IDX2010,A,2017,107.423262,
SWE,GDPHRWKD,TOT,IDX2010,A,1970,46.888389,
SWE,GDPHRWKD,TOT,IDX2010,A,1971,48.317169,
SWE,GDPHRWKD,TOT,IDX2010,A,1972,50.449999,
